Bridge Rank,edge_u,edge_v,u_lon,u_lat,v_lon,v_lat,strike_frequency,Gauge,Total trips,Intact trips,Rerouted trips,Blocked trips,Reroute rate,Blocked rate,Avg detour (mi),Avg delay (min)
69,"(-1.7842403, 53.6990726)","(-1.7827979, 53.6988083)",-1.7842403,53.6990726,-1.7827979,53.6988083,12,GAUGE 6,5211,5206,5,0,0.0009595087315294569,0.0,0.0,8.4
69,"(-1.7842403, 53.6990726)","(-1.7827979, 53.6988083)",-1.7842403,53.6990726,-1.7827979,53.6988083,12,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
70,"(-1.6254063, 53.5327081)","(-1.6251917, 53.5322872)",-1.6254063,53.5327081,-1.6251917,53.5322872,12,GAUGE 6,5211,5115,96,0,0.018422567645365574,0.0,0.14704223672279002,0.0
70,"(-1.6254063, 53.5327081)","(-1.6251917, 53.5322872)",-1.6254063,53.5327081,-1.6251917,53.5322872,12,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
71,"(-2.8785377, 51.9392053)","(-2.8785158, 51.939317)",-2.8785377,51.9392053,-2.8785158,51.939317,12,GAUGE 6,5211,5196,15,0,0.0028785261945883708,0.0,0.04331199373180349,2.4
71,"(-2.8785377, 51.9392053)","(-2.8785158, 51.939317)",-2.8785377,51.9392053,-2.8785158,51.939317,12,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
72,"(-1.0035655, 52.2904624)","(-1.0032199, 52.2904769)",-1.0035655,52.2904624,-1.0032199,52.2904769,12,GAUGE 6,5211,5205,6,0,0.0011514104778353484,0.0,1.3207464338466497,4.333333333333333
72,"(-1.0035655, 52.2904624)","(-1.0032199, 52.2904769)",-1.0035655,52.2904624,-1.0032199,52.2904769,12,GAUGE 10,864,861,3,0,0.003472222222222222,0.0,1.9376364274179636,4.666666666666667
73,"(-0.9091594, 52.4747573)","(-0.9092, 52.4748464)",-0.9091594,52.4747573,-0.9092,52.4748464,12,GAUGE 6,5211,5135,76,0,0.014584532719247745,0.0,6.784841446886663,22.06578947368421
73,"(-0.9091594, 52.4747573)","(-0.9092, 52.4748464)",-0.9091594,52.4747573,-0.9092,52.4748464,12,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
74,"(-1.5476917, 54.5131816)","(-1.5476602, 54.5133756)",-1.5476917,54.5131816,-1.5476602,54.5133756,12,GAUGE 6,5211,5198,13,0,0.002494722701976588,0.0,0.06609066389546775,3.8461538461538463
74,"(-1.5476917, 54.5131816)","(-1.5476602, 54.5133756)",-1.5476917,54.5131816,-1.5476602,54.5133756,12,GAUGE 10,864,853,11,0,0.01273148148148148,0.0,0.06610786665951904,4.0
75,"(-0.6375476, 50.830794)","(-0.6373073, 50.8307951)",-0.6375476,50.830794,-0.6373073,50.8307951,12,GAUGE 6,5211,5202,9,0,0.0017271157167530224,0.0,0.0,4.666666666666667
75,"(-0.6375476, 50.830794)","(-0.6373073, 50.8307951)",-0.6375476,50.830794,-0.6373073,50.8307951,12,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
76,"(-0.3395862, 51.3810077)","(-0.3415897, 51.3808328)",-0.3395862,51.3810077,-0.3415897,51.3808328,12,GAUGE 6,5211,5209,2,0,0.00038380349261178274,0.0,0.11519825669518013,6.5
76,"(-0.3395862, 51.3810077)","(-0.3415897, 51.3808328)",-0.3395862,51.3810077,-0.3415897,51.3808328,12,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
77,"(-0.481753, 51.3494403)","(-0.4820245, 51.3493024)",-0.481753,51.3494403,-0.4820245,51.3493024,12,GAUGE 6,5211,5209,2,0,0.00038380349261178274,0.0,0.11519825669518013,6.5
77,"(-0.481753, 51.3494403)","(-0.4820245, 51.3493024)",-0.481753,51.3494403,-0.4820245,51.3493024,12,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
78,"(-2.1711557, 53.5439417)","(-2.1711479, 53.5437584)",-2.1711557,53.5439417,-2.1711479,53.5437584,12,GAUGE 6,5211,5209,2,0,0.00038380349261178274,0.0,5.554301238456313,19.5
78,"(-2.1711557, 53.5439417)","(-2.1711479, 53.5437584)",-2.1711557,53.5439417,-2.1711479,53.5437584,12,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
79,"(-4.5524896, 55.9393424)","(-4.5524046, 55.93924)",-4.5524896,55.9393424,-4.5524046,55.93924,12,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
79,"(-4.5524896, 55.9393424)","(-4.5524046, 55.93924)",-4.5524896,55.9393424,-4.5524046,55.93924,12,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
80,"(-3.8271932, 51.6615391)","(-3.8269571, 51.6615408)",-3.8271932,51.6615391,-3.8269571,51.6615408,11,GAUGE 6,5211,5203,8,0,0.001535213970447131,0.0,0.0,7.0
80,"(-3.8271932, 51.6615391)","(-3.8269571, 51.6615408)",-3.8271932,51.6615391,-3.8269571,51.6615408,11,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
81,"(-0.3381775, 51.4741362)","(-0.3385034, 51.4739512)",-0.3381775,51.4741362,-0.3385034,51.4739512,11,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
81,"(-0.3381775, 51.4741362)","(-0.3385034, 51.4739512)",-0.3381775,51.4741362,-0.3385034,51.4739512,11,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
82,"(-2.1950105, 53.4929762)","(-2.194712, 53.492924)",-2.1950105,53.4929762,-2.194712,53.492924,11,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
82,"(-2.1950105, 53.4929762)","(-2.194712, 53.492924)",-2.1950105,53.4929762,-2.194712,53.492924,11,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
83,"(-0.4072008, 51.3739903)","(-0.4069024, 51.374037)",-0.4072008,51.3739903,-0.4069024,51.374037,11,GAUGE 6,5211,5209,2,0,0.00038380349261178274,0.0,0.11519825669518013,6.5
83,"(-0.4072008, 51.3739903)","(-0.4069024, 51.374037)",-0.4072008,51.3739903,-0.4069024,51.374037,11,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
84,"(0.6634488, 51.8192585)","(0.6631653, 51.819097)",0.6634488,51.8192585,0.6631653,51.819097,11,GAUGE 6,5211,5087,124,0,0.023795816541930533,0.0,1.343611462548757,4.669354838709677
84,"(0.6634488, 51.8192585)","(0.6631653, 51.819097)",0.6634488,51.8192585,0.6631653,51.819097,11,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
85,"(-2.5487248, 56.630015)","(-2.5491926, 56.6297379)",-2.5487248,56.630015,-2.5491926,56.6297379,11,GAUGE 6,5211,5205,6,0,0.0011514104778353484,0.0,0.015564672152531026,2.0
85,"(-2.5487248, 56.630015)","(-2.5491926, 56.6297379)",-2.5487248,56.630015,-2.5491926,56.6297379,11,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
86,"(-1.2796421, 52.9504393)","(-1.279257, 52.9502665)",-1.2796421,52.9504393,-1.279257,52.9502665,11,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
86,"(-1.2796421, 52.9504393)","(-1.279257, 52.9502665)",-1.2796421,52.9504393,-1.279257,52.9502665,11,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
87,"(-1.061848, 53.7846379)","(-1.0626874, 53.783723)",-1.061848,53.7846379,-1.0626874,53.783723,11,GAUGE 6,5211,5203,8,0,0.001535213970447131,0.0,8.73759127301712,15.75
87,"(-1.061848, 53.7846379)","(-1.0626874, 53.783723)",-1.061848,53.7846379,-1.0626874,53.783723,11,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
88,"(-1.9126766, 53.7078061)","(-1.9114189, 53.7077287)",-1.9126766,53.7078061,-1.9114189,53.7077287,11,GAUGE 6,5211,5205,6,0,0.0011514104778353484,0.0,1.4153598658088242,15.166666666666666
88,"(-1.9126766, 53.7078061)","(-1.9114189, 53.7077287)",-1.9126766,53.7078061,-1.9114189,53.7077287,11,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
89,"(-1.3358715, 53.4504052)","(-1.3361622, 53.4502716)",-1.3358715,53.4504052,-1.3361622,53.4502716,11,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
89,"(-1.3358715, 53.4504052)","(-1.3361622, 53.4502716)",-1.3358715,53.4504052,-1.3361622,53.4502716,11,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
90,"(-0.5340627, 51.2571222)","(-0.5344512, 51.2569926)",-0.5340627,51.2571222,-0.5344512,51.2569926,11,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
90,"(-0.5340627, 51.2571222)","(-0.5344512, 51.2569926)",-0.5340627,51.2571222,-0.5344512,51.2569926,11,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
91,"(-1.5256867, 52.411826)","(-1.5255816, 52.4119119)",-1.5256867,52.411826,-1.5255816,52.4119119,11,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
91,"(-1.5256867, 52.411826)","(-1.5255816, 52.4119119)",-1.5256867,52.411826,-1.5255816,52.4119119,11,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
92,"(-0.7371381, 52.4023826)","(-0.737099, 52.4021101)",-0.7371381,52.4023826,-0.737099,52.4021101,11,GAUGE 6,5211,5135,76,0,0.014584532719247745,0.0,6.784841446886663,22.06578947368421
92,"(-0.7371381, 52.4023826)","(-0.737099, 52.4021101)",-0.7371381,52.4023826,-0.737099,52.4021101,11,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
93,"(-2.1957503, 53.3696234)","(-2.195667, 53.3696939)",-2.1957503,53.3696234,-2.195667,53.3696939,10,GAUGE 6,5211,5208,3,0,0.0005757052389176742,0.0,0.3071745737523166,5.333333333333333
93,"(-2.1957503, 53.3696234)","(-2.195667, 53.3696939)",-2.1957503,53.3696234,-2.195667,53.3696939,10,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
94,"(-1.4746394, 53.0623075)","(-1.4754192, 53.0620075)",-1.4746394,53.0623075,-1.4754192,53.0620075,10,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
94,"(-1.4746394, 53.0623075)","(-1.4754192, 53.0620075)",-1.4746394,53.0623075,-1.4754192,53.0620075,10,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
95,"(-0.4331685, 51.693697)","(-0.4332818, 51.6938611)",-0.4331685,51.693697,-0.4332818,51.6938611,10,GAUGE 6,5211,4782,429,0,0.08232584916522741,0.0,14.075097476910368,40.99067599067599
95,"(-0.4331685, 51.693697)","(-0.4332818, 51.6938611)",-0.4331685,51.693697,-0.4332818,51.6938611,10,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
96,"(-1.376087, 52.5345334)","(-1.3765605, 52.5344993)",-1.376087,52.5345334,-1.3765605,52.5344993,10,GAUGE 6,5211,5208,3,0,0.0005757052389176742,0.0,0.16825844895882605,0.0
96,"(-1.376087, 52.5345334)","(-1.3765605, 52.5344993)",-1.376087,52.5345334,-1.3765605,52.5344993,10,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
97,"(-0.4597331, 51.9061002)","(-0.4594675, 51.9059381)",-0.4597331,51.9061002,-0.4594675,51.9059381,10,GAUGE 6,5211,5207,4,0,0.0007676069852235655,0.0,0.0,2.0
97,"(-0.4597331, 51.9061002)","(-0.4594675, 51.9059381)",-0.4597331,51.9061002,-0.4594675,51.9059381,10,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
98,"(-1.4293493, 53.2621914)","(-1.4289311, 53.2619545)",-1.4293493,53.2621914,-1.4289311,53.2619545,10,GAUGE 6,5211,5081,130,0,0.02494722701976588,0.0,0.20806102631509407,0.3769230769230769
98,"(-1.4293493, 53.2621914)","(-1.4289311, 53.2619545)",-1.4293493,53.2621914,-1.4289311,53.2619545,10,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
99,"(-1.347436, 53.4452661)","(-1.3472211, 53.4453594)",-1.347436,53.4452661,-1.3472211,53.4453594,10,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
99,"(-1.347436, 53.4452661)","(-1.3472211, 53.4453594)",-1.347436,53.4452661,-1.3472211,53.4453594,10,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
100,"(-4.1982796, 55.8792637)","(-4.2203263, 55.8754272)",-4.1982796,55.8792637,-4.2203263,55.8754272,10,GAUGE 6,5211,5205,6,0,0.0011514104778353484,0.0,0.0,2.0
100,"(-4.1982796, 55.8792637)","(-4.2203263, 55.8754272)",-4.1982796,55.8792637,-4.2203263,55.8754272,10,GAUGE 10,864,858,6,0,0.006944444444444444,0.0,0.0,2.0
101,"(-4.2694601, 55.8138538)","(-4.2690956, 55.8140698)",-4.2694601,55.8138538,-4.2690956,55.8140698,10,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
101,"(-4.2694601, 55.8138538)","(-4.2690956, 55.8140698)",-4.2694601,55.8138538,-4.2690956,55.8140698,10,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
102,"(-0.1882155, 51.9928744)","(-0.1884782, 51.9928338)",-0.1882155,51.9928744,-0.1884782,51.9928338,10,GAUGE 6,5211,5209,2,0,0.00038380349261178274,0.0,0.0,2.0
102,"(-0.1882155, 51.9928744)","(-0.1884782, 51.9928338)",-0.1882155,51.9928744,-0.1884782,51.9928338,10,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
103,"(0.3817008, 51.3010232)","(0.3812897, 51.3009933)",0.3817008,51.3010232,0.3812897,51.3009933,9,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
103,"(0.3817008, 51.3010232)","(0.3812897, 51.3009933)",0.3817008,51.3010232,0.3812897,51.3009933,9,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
104,"(-1.6047047, 54.9650554)","(-1.6051668, 54.9649117)",-1.6047047,54.9650554,-1.6051668,54.9649117,9,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
104,"(-1.6047047, 54.9650554)","(-1.6051668, 54.9649117)",-1.6047047,54.9650554,-1.6051668,54.9649117,9,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
105,"(-2.130919, 52.9887164)","(-2.1307742, 52.9886726)",-2.130919,52.9887164,-2.1307742,52.9886726,9,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
105,"(-2.130919, 52.9887164)","(-2.1307742, 52.9886726)",-2.130919,52.9887164,-2.1307742,52.9886726,9,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
106,"(-2.7128521, 53.4411307)","(-2.7130759, 53.4391168)",-2.7128521,53.4411307,-2.7130759,53.4391168,9,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
106,"(-2.7128521, 53.4411307)","(-2.7130759, 53.4391168)",-2.7128521,53.4411307,-2.7130759,53.4391168,9,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
107,"(-2.9639753, 53.8281227)","(-2.9639002, 53.828034)",-2.9639753,53.8281227,-2.9639002,53.828034,9,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
107,"(-2.9639753, 53.8281227)","(-2.9639002, 53.828034)",-2.9639753,53.8281227,-2.9639002,53.828034,9,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
108,"(-2.1765727, 53.0022218)","(-2.1766295, 53.0023899)",-2.1765727,53.0022218,-2.1766295,53.0023899,9,GAUGE 6,5211,5175,36,0,0.0069084628670120895,0.0,3.8310389957464133,5.166666666666667
108,"(-2.1765727, 53.0022218)","(-2.1766295, 53.0023899)",-2.1765727,53.0022218,-2.1766295,53.0023899,9,GAUGE 10,864,837,27,0,0.03125,0.0,4.028518910788752,6.888888888888889
109,"(1.0509506, 52.1571101)","(1.0513793, 52.1566776)",1.0509506,52.1571101,1.0513793,52.1566776,9,GAUGE 6,5211,5209,2,0,0.00038380349261178274,0.0,0.0,9.0
109,"(1.0509506, 52.1571101)","(1.0513793, 52.1566776)",1.0509506,52.1571101,1.0513793,52.1566776,9,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
110,"(-1.0839028, 53.5525352)","(-1.0840725, 53.5527188)",-1.0839028,53.5525352,-1.0840725,53.5527188,9,GAUGE 6,5211,5158,53,0,0.010170792554212243,0.0,0.4854880137099376,4.867924528301887
110,"(-1.0839028, 53.5525352)","(-1.0840725, 53.5527188)",-1.0839028,53.5525352,-1.0840725,53.5527188,9,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
111,"(-3.0140724, 53.2047684)","(-3.0141918, 53.2048211)",-3.0140724,53.2047684,-3.0141918,53.2048211,9,GAUGE 6,5211,5210,1,0,0.00019190174630589137,0.0,27.851285948490215,76.0
111,"(-3.0140724, 53.2047684)","(-3.0141918, 53.2048211)",-3.0140724,53.2047684,-3.0141918,53.2048211,9,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
112,"(-1.3094066, 53.4685373)","(-1.309273, 53.4686889)",-1.3094066,53.4685373,-1.309273,53.4686889,9,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
112,"(-1.3094066, 53.4685373)","(-1.309273, 53.4686889)",-1.3094066,53.4685373,-1.309273,53.4686889,9,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
113,"(-0.5331346, 52.9877633)","(-0.5326918, 52.9877778)",-0.5331346,52.9877633,-0.5326918,52.9877778,9,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
113,"(-0.5331346, 52.9877633)","(-0.5326918, 52.9877778)",-0.5331346,52.9877633,-0.5326918,52.9877778,9,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
114,"(-3.3377804, 52.2733622)","(-3.3375499, 52.2733943)",-3.3377804,52.2733622,-3.3375499,52.2733943,9,GAUGE 6,5211,5208,3,0,0.0005757052389176742,0.0,79.79560797711643,248.33333333333334
114,"(-3.3377804, 52.2733622)","(-3.3375499, 52.2733943)",-3.3377804,52.2733622,-3.3375499,52.2733943,9,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
115,"(-2.0890739, 53.486213)","(-2.088813, 53.4861934)",-2.0890739,53.486213,-2.088813,53.4861934,9,GAUGE 6,5211,5080,131,0,0.025139128766071772,0.0,0.6721823413570337,5.549618320610687
115,"(-2.0890739, 53.486213)","(-2.088813, 53.4861934)",-2.0890739,53.486213,-2.088813,53.4861934,9,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
116,"(-3.1344797, 53.2508252)","(-3.13436, 53.2507626)",-3.1344797,53.2508252,-3.13436,53.2507626,9,GAUGE 6,5211,5210,1,0,0.00019190174630589137,0.0,27.851285948490215,76.0
116,"(-3.1344797, 53.2508252)","(-3.13436, 53.2507626)",-3.1344797,53.2508252,-3.13436,53.2507626,9,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
117,"(-3.1739587, 51.4765284)","(-3.1736684, 51.4766144)",-3.1739587,51.4765284,-3.1736684,51.4766144,9,GAUGE 6,5211,5189,22,0,0.00422183841872961,0.0,0.7678671020794343,2.409090909090909
117,"(-3.1739587, 51.4765284)","(-3.1736684, 51.4766144)",-3.1739587,51.4765284,-3.1736684,51.4766144,9,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
118,"(-1.4912381, 53.5553145)","(-1.491396, 53.5552182)",-1.4912381,53.5553145,-1.491396,53.5552182,9,GAUGE 6,5211,5115,96,0,0.018422567645365574,0.0,0.14704223672279002,0.0
118,"(-1.4912381, 53.5553145)","(-1.491396, 53.5552182)",-1.4912381,53.5553145,-1.491396,53.5552182,9,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
119,"(-0.6257005, 51.3044047)","(-0.6259994, 51.3043735)",-0.6257005,51.3044047,-0.6259994,51.3043735,9,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
119,"(-0.6257005, 51.3044047)","(-0.6259994, 51.3043735)",-0.6257005,51.3044047,-0.6259994,51.3043735,9,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
120,"(-1.6244345, 54.9467904)","(-1.6251801, 54.9469074)",-1.6244345,54.9467904,-1.6251801,54.9469074,9,GAUGE 6,5211,5210,1,0,0.00019190174630589137,0.0,0.0,3.0
120,"(-1.6244345, 54.9467904)","(-1.6251801, 54.9469074)",-1.6244345,54.9467904,-1.6251801,54.9469074,9,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
121,"(-3.3271089, 51.4781761)","(-3.3274291, 51.4782159)",-3.3271089,51.4781761,-3.3274291,51.4782159,9,GAUGE 6,5211,5027,184,0,0.035309921320284016,0.0,0.5046620132906744,5.440217391304348
121,"(-3.3271089, 51.4781761)","(-3.3274291, 51.4782159)",-3.3271089,51.4781761,-3.3274291,51.4782159,9,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
122,"(-1.844844, 52.6053014)","(-1.8448275, 52.6051554)",-1.844844,52.6053014,-1.8448275,52.6051554,8,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
122,"(-1.844844, 52.6053014)","(-1.8448275, 52.6051554)",-1.844844,52.6053014,-1.8448275,52.6051554,8,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
123,"(-0.605766, 52.8525556)","(-0.6059855, 52.852699)",-0.605766,52.8525556,-0.6059855,52.852699,8,GAUGE 6,5211,5210,1,0,0.00019190174630589137,0.0,0.0,8.0
123,"(-0.605766, 52.8525556)","(-0.6059855, 52.852699)",-0.605766,52.8525556,-0.6059855,52.852699,8,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
124,"(-1.6785635, 52.6004453)","(-1.6785651, 52.6002232)",-1.6785635,52.6004453,-1.6785651,52.6002232,8,GAUGE 6,5211,5059,152,0,0.02916906543849549,0.0,7.760584291467336,27.07894736842105
124,"(-1.6785635, 52.6004453)","(-1.6785651, 52.6002232)",-1.6785635,52.6004453,-1.6785651,52.6002232,8,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
125,"(0.3918302, 51.5676148)","(0.3915802, 51.5675509)",0.3918302,51.5676148,0.3915802,51.5675509,8,GAUGE 6,5211,5210,1,0,0.00019190174630589137,0.0,2.3111457346955433,0.0
125,"(0.3918302, 51.5676148)","(0.3915802, 51.5675509)",0.3918302,51.5676148,0.3915802,51.5675509,8,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
126,"(-4.5711716, 55.946601)","(-4.5630422, 55.9464999)",-4.5711716,55.946601,-4.5630422,55.9464999,8,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
126,"(-4.5711716, 55.946601)","(-4.5630422, 55.9464999)",-4.5711716,55.946601,-4.5630422,55.9464999,8,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
127,"(-4.6144958, 55.5011895)","(-4.6145194, 55.5010624)",-4.6144958,55.5011895,-4.6145194,55.5010624,8,GAUGE 6,5211,5208,3,0,0.0005757052389176742,0.0,37.614494167634604,149.0
127,"(-4.6144958, 55.5011895)","(-4.6145194, 55.5010624)",-4.6144958,55.5011895,-4.6145194,55.5010624,8,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
128,"(-4.7431164, 51.657219)","(-4.7436369, 51.6574562)",-4.7431164,51.657219,-4.7436369,51.6574562,8,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
128,"(-4.7431164, 51.657219)","(-4.7436369, 51.6574562)",-4.7431164,51.657219,-4.7436369,51.6574562,8,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
129,"(-0.1496032, 51.442499)","(-0.1493409, 51.4424485)",-0.1496032,51.442499,-0.1493409,51.4424485,8,GAUGE 6,5211,5186,25,0,0.004797543657647284,0.0,0.0847685424085573,5.92
129,"(-0.1496032, 51.442499)","(-0.1493409, 51.4424485)",-0.1496032,51.442499,-0.1493409,51.4424485,8,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
130,"(-0.147508, 51.4856352)","(-0.1475073, 51.4858148)",-0.147508,51.4856352,-0.1475073,51.4858148,8,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
130,"(-0.147508, 51.4856352)","(-0.1475073, 51.4858148)",-0.147508,51.4856352,-0.1475073,51.4858148,8,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
131,"(-1.8657999, 52.4876513)","(-1.8658652, 52.4875079)",-1.8657999,52.4876513,-1.8658652,52.4875079,8,GAUGE 6,5211,5107,104,0,0.019957781615812704,0.0,0.028345169184219945,3.1634615384615383
131,"(-1.8657999, 52.4876513)","(-1.8658652, 52.4875079)",-1.8657999,52.4876513,-1.8658652,52.4875079,8,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
132,"(-1.086432, 51.2687123)","(-1.0799251, 51.2696516)",-1.086432,51.2687123,-1.0799251,51.2696516,8,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
132,"(-1.086432, 51.2687123)","(-1.0799251, 51.2696516)",-1.086432,51.2687123,-1.0799251,51.2696516,8,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
133,"(-1.1610074, 53.199255)","(-1.1608352, 53.1991989)",-1.1610074,53.199255,-1.1608352,53.1991989,8,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
133,"(-1.1610074, 53.199255)","(-1.1608352, 53.1991989)",-1.1610074,53.199255,-1.1608352,53.1991989,8,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
134,"(-0.5840472, 51.2676822)","(-0.5840528, 51.2674527)",-0.5840472,51.2676822,-0.5840528,51.2674527,8,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
134,"(-0.5840472, 51.2676822)","(-0.5840528, 51.2674527)",-0.5840472,51.2676822,-0.5840528,51.2674527,8,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
135,"(0.0050998, 51.5650385)","(0.001943, 51.5663805)",0.0050998,51.5650385,0.001943,51.5663805,8,GAUGE 6,5211,5208,3,0,0.0005757052389176742,0.0,3.0449428357939983,25.333333333333332
135,"(0.0050998, 51.5650385)","(0.001943, 51.5663805)",0.0050998,51.5650385,0.001943,51.5663805,8,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
136,"(0.0013563, 51.4063436)","(0.0016464, 51.4061278)",0.0013563,51.4063436,0.0016464,51.4061278,8,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
136,"(0.0013563, 51.4063436)","(0.0016464, 51.4061278)",0.0013563,51.4063436,0.0016464,51.4061278,8,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
137,"(-3.8555614, 52.5947786)","(-3.8552863, 52.5949239)",-3.8555614,52.5947786,-3.8552863,52.5949239,8,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
137,"(-3.8555614, 52.5947786)","(-3.8552863, 52.5949239)",-3.8555614,52.5947786,-3.8552863,52.5949239,8,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
138,"(1.0739164, 51.2745924)","(1.0736522, 51.2746505)",1.0739164,51.2745924,1.0736522,51.2746505,8,GAUGE 6,5211,5211,0,0,0.0,0.0,0.0,0.0
138,"(1.0739164, 51.2745924)","(1.0736522, 51.2746505)",1.0739164,51.2745924,1.0736522,51.2746505,8,GAUGE 10,864,864,0,0,0.0,0.0,0.0,0.0
139,"(0.3005656, 52.4081204)","(0.2991523, 52.4077336)",0.3005656,52.4081204,0.2991523,52.4077336,8,GAUGE 6,5211,5210,1,0,0.00019190174630589137,0.0,0.020417034839283588,2.0
